KOI,Kepler name,P,P_err,t0,t0_err,k,k_err,k_f18,k_f18_upp,k_f18_low,k_v18,k_v18_upp,k_v18_low,b,b_err,ecc,ecc_err,omega,omega_err,a/rs,a/rs_err,S,S_err 
K00072.02,Kepler-10 c,45.294321,0.000018,138.6778802,0.000462,0.0209265,0.000221,0.019777,0.000265,9.2e-05,0.019955325,0.000523458,0.000203783,0.5761825,0.0456354,0.0402166,0.0290687,-2.531207218,111.53170656915823,42.09794408408639,3.3214976499224735,24.43706238066072,1.9411772856769498 
K00082.01,Kepler-102 e,16.145672,0.000005,134.7547004,0.0002382,0.0281257,0.0004015,0.03053,0.001286,0.001962,0,0,0,0.42964,0.098238,0.0629496,0.0427462,70.39246598291653,82.41956629995641,32.270657397887824,1.632891205997029,23.230416624649273,1.2092621259060614 
K00082.02,Kepler-102 d,10.311741,0.000005,134.0798503,0.0004187,0.0151911,0.0003436,0.016946,0.000248,0.001843,0,0,0,0.4340288,0.104977,0.052128,0.039884,29.992833696097403,95.55442321810226,23.167211329669826,1.7836646688195013,45.07389653636615,3.513737442035323 
K00085.01,Kepler-65 c,5.859939,0.000001,132.0402121,0.000203,0.0168953,0.0001023,0.016394,0.000135,6.8e-05,0.016814724,0.000260487,0.000150943,0.5724471,0.0373273,0.0388642,0.0295426,52.715766893190725,100.3209164115751,9.486527240664085,0.46400806437533754,681.1044503417514,33.71957384669255 
K00085.02,Kepler-65 b,2.154911,0.000001,133.4989735,0.0002834,0.0092337,8.55e-05,0.009656,0.000594,0.000438,0.009216847,9.264469761000038e-05,7.589293701000012e-05,0.4657376,0.0886495,0.0487865,0.0348818,21.37428222060258,100.85470681183077,4.809305363575356,0.39056715290967875,2650.1077239112396,216.17032438509048 
K00085.03,Kepler-65 d,8.131227,0.000005,137.9916136,0.000465,0.0101687,0.0001028,0.011306,0,0.001256,0.00985064,0.000363381,0.000243223,0.6397682,0.0450958,0.0488095,0.0369499,9.661569575328922,100.14805504478412,11.54665660010917,0.9826498245992062,459.7436444802309,39.283178358314586 
K00092.01,KOI-92.01,65.704594,0.000018,137.4418532,0.0005008,0.026343,0.0005619,0.024259,0.001545,0.000809,0.026158138,0.000800353,0.000821784,0.8247481,0.0357796,0.4193478,0.0762618,98.17457067,27.152361049268638,91.75796722197238,8.811081734601805,6.209614196030021,0.6090672426236539 
K00094.02,Kepler-89 A c,10.423684,0.000005,138.0092195,0.0005295,0.0266356,0.0006206,0.025851,0.000369,0.000148,0,0,0,0.6410065,0.0888242,0.1692393,0.0825637,-87.50963741,39.631295883548695,11.674577515652176,1.0091693791530478,446.1214692389323,38.805856327441944 
K00094.04,Kepler-89 A b,3.743176,0.000003,131.617635,0.0009364,0.0105429,0.0001833,0.010942,0.001009,0.000531,0,0,0,0.4477278,0.0866263,0.0488815,0.037801,14.14774317,95.59863264157454,7.088074791145701,0.5695871482152186,1210.2605778612913,97.96175121836148 
K00102.01,KOI-102.01,1.735136,0,135.0599748,0.0001194,0.0337911,0.0002593,0.027951,0.000146,6.1e-05,0,0,0,0.3725199,0.080242,0.0880694,0.0383824,88.07539312387541,42.962690228401456,5.685611894747214,0.2429357209415055,1417.5369485623437,62.34326983947689 
K00104.01,Kepler-94 b,2.508057,0,134.9976581,0.0001323,0.0389681,0.0001878,0.03744,0.000372,0.001718,0,0,0,0.7608931,0.00648,0.6960327,0.0037563,-179.6568697,0.3262421685474908,12.272578789473041,0.1340170050399333,138.20975886917142,2.3138984780660867 
K00105.01,Kepler-463 b,8.981015,0.000002,136.649267,0.0005177,0.0312899,0.0004404,0.031006,2e-05,0.001065,0,0,0,0.6138914,0.0629865,0.6281492,0.0375641,95.00942003379588,21.022256951274205,30.81439524495696,1.9668375123679458,42.13840406497544,2.7277064855579973 
K00107.01,Kepler-464 b,7.256964,0.000011,134.0231868,0.0006742,0.019813,0.0004059,0.019494,0.000282,0.000105,0.019689191,0.000418048,0.00030604,0.3491135,0.1847845,0.182166,0.094283,81.10595742,74.87337982,11.448756110026537,1.1905149746050643,375.2901314533376,39.51607945166127 
K00108.01,Kepler-103 b,15.965333,0.000013,142.1779671,0.0006175,0.0220533,0.0002473,0.020046,0.000211,7.9e-05,0.021956717,0.00034236,0.000208512,0.7939406,0.0174197,0.0411474,0.0299112,0.7423527672612511,111.44511545758013,16.840260254221253,1.3825138704003954,176.67736541658186,14.670107252144437 
K00110.01,Kepler-465 b,9.940663,0.000014,135.2156783,0.0006372,0.021585,0.0006186,0.02114,0.000174,7.5e-05,0,0,0,0.4612425,0.2044552,0.2418666,0.1235748,64.67094955,94.03558658772381,17.995572525784986,3.3659466311066724,190.93965818846098,35.761596721250186 
K00111.01,Kepler-104 A b,11.427551,0.000005,137.6134054,0.0004121,0.0208727,0.0002431,0.020712,0.000176,0.000127,0,0,0,0.4543116,0.1007518,0.0505031,0.035984,3.4757682500698204,104.72026397950603,17.231590999218465,1.596133958440846,154.4328454974705,14.395029580242458 
K00111.02,Kepler-104 A c,23.66835,0.000013,132.7133051,0.0005228,0.0199257,0.0002581,0.020567,3.7e-05,0.00088,0,0,0,0.4721164,0.0919672,0.0534751,0.0399675,20.894470174226175,103.85462788346649,28.449825880717707,2.589281095,56.65408161033515,5.189874614156583 
K00111.03,Kepler-104 A d,51.755294,0.000018,271.0893999,0.0004876,0.0231631,0.000309,0.022948,0.001832,0.00041,0,0,0,0.489007,0.1143411,0.0540427,0.0432169,10.67391724438967,107.07058269175629,47.50487935490321,4.723664911970988,20.319545537326135,2.031537788966725 
K00112.01,Kepler-466 b,51.079265,0.000022,185.1805972,0.0006252,0.0282307,0.0005691,0.02468,0.000418,0.000163,0,0,0,0.5938852,0.099258,0.0632251,0.0512209,-29.13741917,96.82333565824464,51.682209763205215,5.905432718906614,17.71035404280844,2.0319238802179593 
K00112.02,Kepler-466 c,3.709213,0.000012,133.9845868,0.0009373,0.0116375,0.0002963,0.010549,0.00029,0.000189,0,0,0,0.5077826,0.1263589,0.0496288,0.0391322,-1.781835717,110.66842532965669,9.259920708947947,1.0348302588990352,551.6896750131175,61.91648694829205 
K00115.01,Kepler-105 b,5.412206,0.000002,133.1428402,0.0002888,0.0234805,0.0002592,0.022571,0.000319,0.000224,0,0,0,0.6420988,0.0482009,0.0499463,0.0369319,5.583817488,107.05922666825678,11.342622696416763,1.079526388586067,401.20923155980955,38.399773628639664 
K00115.02,Kepler-105 c,7.125936,0.000006,139.0048371,0.000763,0.0132583,0.0002203,0.012899,0.000299,0.000187,0,0,0,0.7099592,0.0356499,0.0488622,0.0383687,15.425719799995349,97.78138411706084,13.73528800902129,1.142957119553099,273.60394072284475,22.93497360385795 
K00116.01,Kepler-106 c,13.570778,0.000009,136.2791812,0.0005188,0.0230094,0.0003672,0.020888,0.000355,0.000261,0,0,0,0.7681069,0.0284513,0.0645062,0.0483447,45.745563428085724,84.38062895,21.606710320108796,1.6439162765039805,105.22372228860397,8.077967813
K00116.02,Kepler-106 e,43.844448,0.000019,151.9349232,0.0005818,0.0233826,0.0003201,0.022959,0.002246,0.000529,0,0,0,0.5062081,0.074082,0.0462731,0.0337671,14.32656902497228,107.3297372320719,45.60551228,3.9369247426869176,23.61871593335028,2.0531920045800223 
K00116.04,Kepler-106 d,23.980232,0.00002,147.5331413,0.0009269,0.0096207,0.0003604,0.008834,0.000363,0.000492,0,0,0,0.6349753,0.0541934,0.0477207,0.03751,-3.716095397,104.77240886844089,30.064199927311993,2.704301230317248,54.34901256559194,4.920310687336802 
K00117.01,Kepler-107 e,14.749136,0.000011,138.7781546,0.0006014,0.0188432,0.000239,0.019894,0.000415,0.001217,0.018977908,0.000226891,0.000148141,0.4335219,0.0993891,0.051431,0.0370824,11.467584111782838,101.28078114660185,16.882260113714974,1.5117859700593013,171.30092705947783,15.49615038806252 
K00117.02,Kepler-107 c,4.901438,0.000006,138.6068714,0.0008991,0.0106106,0.000171,0.011954,0.00044,0.001193,0.010804269,0.000213094,0.000221092,0.4178184,0.1023925,0.0498467,0.0375193,12.748116136010472,96.85430975664939,8.105248205759443,0.6715602492974005,743.1701381652547,62.30788493503391 
K00117.03,Kepler-107 b,3.18002,0.000002,133.4993028,0.0005659,0.0101072,0.0001669,0.010088,0.000251,0.00021,0.010261309,0.000204442,0.000126842,0.4201098,0.1126133,0.0562172,0.0410969,26.78565660122901,99.50412496757043,6.162624818840539,0.5441316269398232,1285.5513560128056,114.69822091781232 
K00117.04,Kepler-107 d,7.958297,0.000018,137.7975288,0.0009527,0.0061411,0.0002928,0.00694,0.000288,0.000304,0.006908766,0.000345518,0.000326941,0.4858174,0.1239908,0.0545256,0.042291,17.12103316085204,101.1245584741815,11.25560192735554,1.0414365262980845,385.3749113,35.997774528482815 
K00118.01,Kepler-467 b,24.993239,0.000021,138.6822602,0.0007824,0.0158167,0.0006156,0.015403,0.001936,0.000387,0.015241992,0.000782911,0.000425561,0.5188584,0.2381213,0.2398344,0.1270483,50.42881158350399,91.84010971960768,28.383244184632314,6.7310644676173395,56.408066954664854,13.403120589515755 
K00122.01,Kepler-95 b,11.523073,0.000005,131.9685547,0.0003577,0.0204782,0.0002128,0.020278,0.000239,0.000139,0.02078208,0.00046844,0.000151321,0.2218444,0.1448596,0.4785988,0.0629672,94.86331006645953,30.83022297,23.607362233230294,2.016287377189559,78.84972730240716,6.811879597736078 
K00123.01,Kepler-109 b,6.481639,0.000003,122.9771831,0.0004585,0.0164629,0.0002406,0.015884,0.000313,0.000145,0.015993324,0.000464641,0.000111475,0.6269251,0.0772314,0.0986829,0.0676066,64.29111290708177,64.52522919175017,10.859886904449372,0.8481937252122699,448.43837578122833,35.351288938095564 
K00123.02,Kepler-109 c,21.222602,0.000013,137.575072,0.0005097,0.0179728,0.0001798,0.017316,0.000246,9.1e-05,0.018018052,0.000221235,0.000181979,0.4774931,0.0804954,0.0478472,0.0351421,17.485778093232323,102.89909470937091,22.223513535300917,1.8441626748252324,107.08482518326913,8.959641885
K00124.01,Kepler-110 b,12.691049,0.000015,137.1254266,0.0006115,0.015836,0.0002493,0.014711,0.000277,0.000186,0,0,0,0.7776377,0.0239733,0.048302,0.0357803,14.432251090284161,100.88703309063204,16.772324468126374,1.4090324510993353,186.35143487574408,15.767421206070768 
K00124.02,Kepler-110 c,31.719825,0.000018,142.8207152,0.0006516,0.0190588,0.0003164,0.017582,0.000362,0.0002,0,0,0,0.813445,0.0190772,0.0460962,0.0355643,-4.4574283,103.84726537579905,30.409858249905945,2.6003499075569336,56.68791195,4.880911362925636 
K00137.03,Kepler-18 b,3.504713,0.000003,133.5107234,0.0006489,0.0163997,0.00028,0.018319,0.002312,0.001802,0,0,0,0.7029346,0.0320776,0.0493423,0.0341316,-4.133730064,91.45462944,9.506407714365784,0.7585192764663223,404.0010801,32.541773545317746 
K00139.02,Kepler-111 b,3.341802,0.000005,141.3550077,0.000828,0.0112406,0.0002833,0.014025,0.000679,0.002198,0,0,0,0.3445788,0.1381867,0.0505409,0.0350628,21.639011640264826,100.83045923794083,8.020724913,0.6758820339219317,787.3228580186836,66.82586849730856 
K00144.01,Kepler-472 b,4.176255,0.000002,133.0905758,0.0003244,0.0327019,0.0002627,0.037569,0.001322,0.00323,0,0,0,0.1471593,0.1114788,0.3198885,0.0754966,-89.98436818,30.564834651710353,8.489380457219191,0.7195953705670348,342.01155011311766,29.287382505291397 
K00148.01,Kepler-48 b,4.778006,0.000003,124.0610581,0.0005318,0.0194458,0.000325,0.020317,0.001275,0.000493,0,0,0,0.4017003,0.0988388,0.0552531,0.0446975,-34.86451621,95.59015286620661,11.933405165896648,0.9811403193351131,219.70425472360188,18.238306438237373 
K00148.02,Kepler-48 c,9.673944,0.000004,125.3404574,0.0003724,0.0279517,0.0004586,0.028013,0.000419,0.000181,0,0,0,0.3840524,0.1293672,0.0759671,0.0470684,66.51304323659909,76.15677664,21.12441469,1.2381582007820007,70.11289031708277,4.1873341598540765 
K00148.03,Kepler-48 d,42.89607,0.000019,146.0678971,0.0007678,0.020856,0.0003435,0.021677,0.000617,0.000255,0,0,0,0.3300563,0.1395086,0.0581095,0.0378303,37.170127026674486,93.97328888665923,55.10696930099362,4.290266873898908,10.302774296869007,0.8107516985203764 
K00150.01,Kepler-112 b,8.408874,0.000005,134.0067072,0.000401,0.0262614,0.0003058,0.026028,0.000255,0.000162,0,0,0,0.338795,0.1432964,0.0863624,0.0485255,73.36414023525231,64.33793501809986,17.751088749594494,0.9651864058437697,121.06457584098428,6.713822338920801 
K00150.02,Kepler-112 c,28.574262,0.000018,143.8316088,0.0005318,0.0276505,0.0003249,0.026821,0.000382,0.000338,0,0,0,0.570936,0.0551902,0.0482974,0.0372725,1.232770262425528,103.98242611967041,36.99886507515709,3.2560534259705216,27.867003395121305,2.4711754458991866 
K00153.01,Kepler-113 c,8.925083,0.000004,139.7134717,0.0003614,0.0300394,0.0004554,0.032747,9e-06,0.003893,0,0,0,0.6489594,0.0499936,0.0611993,0.0456936,54.14343447920795,86.02728100066693,21.16079952338718,1.3862533747503059,49.01635736234055,3.2692315190677066 
K00153.02,Kepler-113 b,4.754004,0.000002,128.5466858,0.0003218,0.0252955,0.0003641,0.024604,0.000515,0.000393,0,0,0,0.4386206,0.0965061,0.0517412,0.0376468,32.59619348898922,101.6928924999056,13.609631885526786,1.0842477205730878,118.49838243051191,9.556419523865136 
K00157.02,Kepler-11 d,22.687159,0.000014,148.454892,0.0006061,0.0282097,0.0005608,0.02854,0.000522,0.000366,0,0,0,0.451981,0.0987849,0.0497776,0.0365266,-4.601951174,101.92416691391014,28.226838672204472,2.5676224964847236,57.67272762328105,5.280384594475675 
K00157.06,Kepler-11 b,10.304021,0.000012,138.5038903,0.0007341,0.0156464,0.0003009,0.016189,0.000351,0.000223,0,0,0,0.3295211,0.1470904,0.0613256,0.0422796,48.015788370154624,86.26228536991779,17.519572025723974,1.235814078510044,149.70902716356142,10.674739158186993 
K00159.01,Kepler-115 c,8.990883,0.000017,136.7386653,0.0006551,0.0195354,0.0003546,0.019692,0.000389,0.000206,0,0,0,0.4455671,0.1197273,0.0566452,0.0424181,27.87682607,97.08511434526197,15.27338480292039,1.3322434768660592,231.43812907800626,20.31976356437087 
K00159.02,Kepler-115 b,2.403633,0.000016,134.7295972,0.0009223,0.0090059,0.000762,0.008435,0.000274,0.00048,0,0,0,0.8781181,0.0404848,0.0501549,0.0372677,2.125908332631358,102.0827215245567,6.1841865569832235,0.5620296588642864,1411.6932314479025,129.0714709275249 
K00161.01,Kepler-475 b,3.105507,0.000001,133.2106605,0.0003151,0.0290793,0.0004636,0.028977,8e-05,0.002045,0,0,0,0.6476464,0.0580149,0.190896,0.0947375,118.10545761750042,36.40616802095886,11.563061988737463,1.1898399861289777,193.9531146,20.09331294712256 
K00167.01,Kepler-480 b,4.919583,0.000009,134.6020686,0.00058,0.0186857,0.0002487,0.019091,0.000146,0.000263,0,0,0,0.2710321,0.1500259,0.1309808,0.0804806,87.07439001915826,84.83072167089367,9.357949916225582,0.7844290266364176,717.0840582129165,60.50478644169167 
K00168.02,Kepler-23 d,15.274369,0.000014,147.5808731,0.0007656,0.0135473,0.0002112,0.013502,0.000338,0.000262,0.013223968,0.000388581,0.000322362,0.6075592,0.0481255,0.0500253,0.0356016,5.697727227,99.97361231447859,15.568437955232119,1.372717555151242,198.28441831384254,17.811319433483195 
K00171.01,Kepler-116 b,5.968714,0.000012,137.1599164,0.0006851,0.0221212,0.0002981,0.021715,0.001478,0.000456,0,0,0,0.6552661,0.0460609,0.0522389,0.0428525,18.933098131622536,104.06417573787967,9.806662822369455,0.8966100698553231,648.3649773227428,59.60816527925458 
K00171.02,Kepler-116 c,13.07148,0.000021,144.438917,0.0008447,0.0165123,0.0004902,0.014426,0.000496,0.000233,0,0,0,0.8695654,0.0160087,0.0532728,0.0389304,6.8161809506179365,92.19809947958335,16.366109278449123,1.4189149667751884,232.79365606465834,20.30737158218772 
K00172.01,Kepler-69 b,13.722374,0.000019,137.8413204,0.0007021,0.0223964,0.0004814,0.022166,0.00033,0.000334,0,0,0,0.5200256,0.0736704,0.0490531,0.0376976,10.32323842587985,109.8663359826751,17.59442818751143,1.6372149885917544,135.20220081102855,12.663217120023749 
K00173.01,Kepler-481 b,10.060826,0.000016,138.9669476,0.0007687,0.0201036,0.0006242,0.020903,1.7e-05,0.001179,0,0,0,0.4475287,0.2014871,0.2053135,0.1094908,39.52040563187908,86.15410520861913,16.16654499741212,3.6846614419447605,165.4381298165308,37.747012606771285 
K00174.01,Kepler-482 b,56.354185,0.000019,144.8366441,0.0006639,0.0338763,0.0013008,0.030152,0.004579,0.001306,0,0,0,0.8205286,0.0575636,0.216343,0.1289672,72.28232716,93.28364250697207,82.90293106213618,13.13303215436588,3.0442039077305854,0.48378724743906687 
K00176.01,Kepler-483 b,30.229106,0.000019,134.5205851,0.0007746,0.0195193,0.0005701,0.019776,8.7e-05,0.000633,0,0,0,0.4403466,0.2133019,0.21609,0.1171623,48.29493340794236,98.23911437,33.472618592720714,7.896304973518189,59.280865981838716,13.995882110794856 
K00180.01,Kepler-484 b,10.045571,0.000015,129.0937847,0.0005942,0.0242785,0.0007172,0.023526,0.000405,0.000171,0,0,0,0.4709064,0.1960529,0.1753816,0.1010655,44.10672078751712,101.36626072005743,22.22843063,4.773484533980841,86.03823743,18.498998388948106 
K00191.02,KOI-191.02,2.418405,0.000003,132.5057593,0.0007481,0.0248711,0.0006545,0.029317,0.000311,0.003934,0,0,0,0.5713363,0.0866945,0.0515543,0.0405623,5.679604572416922,103.1782913133602,7.415123476177281,0.7090308746714066,671.3688200200182,64.61915836894121 
K00191.04,Kepler-487 c,38.651995,0.00002,164.0487281,0.0009461,0.0213875,0.0010174,0.02761,0.000866,0.004959,0,0,0,0.4195207,0.1404468,0.0510114,0.0405491,16.52983812,100.59034981473536,47.48784396227124,4.2475513330429795,16.36941042484047,1.4751870522624413 
K00232.02,Kepler-122 b,5.766165,0.000007,134.0177405,0.0009026,0.0172517,0.0004308,0.01773,0.000331,0.000208,0,0,0,0.3616729,0.1457858,0.0654921,0.0445376,49.12016452026929,91.29785673,10.377612233505591,0.7972889442099922,474.1457857284136,36.74349453950893 
K00232.03,Kepler-122 d,21.587868,0.00002,142.956152,0.0009889,0.016142,0.0005919,0.014626,0.000649,0.000322,0,0,0,0.6676565,0.0548143,0.0514147,0.0408675,-2.161701006,100.61476354638587,23.77503653319054,2.206545740868446,90.33673434382152,8.433988185368543 
K00232.04,Kepler-122 e,37.996389,0.00002,162.975983,0.0009453,0.0166047,0.0005821,0.018653,0.000417,0.003306,0,0,0,0.5031334,0.1016991,0.0513038,0.0411984,1.0569696221455376,101.8947569902861,34.758495243870804,3.252403103268825,42.26538594982024,3.977988631675575 
K00232.05,Kepler-122 f,56.25879,0.00002,164.2236007,0.0009447,0.0170975,0.00052,0.017493,0.000327,0.000608,0,0,0,0.474009,0.0955866,0.0500791,0.0382821,13.246480555793214,104.43778432735064,45.62578871218888,4.149354704755791,24.529347895993748,2.2446013609114295 
K00238.01,Kepler-123 b,17.232309,0.000018,135.092252,0.0008499,0.0223143,0.0006244,0.021011,0.000489,0.000327,0,0,0,0.7280767,0.0351918,0.0500607,0.0370426,24.108717568286483,101.78456574712654,20.22551684059851,1.710501128127759,146.0599698357899,12.434316578930636 
K00238.02,Kepler-123 c,26.695166,0.00002,144.0000418,0.0009537,0.0114187,0.0013588,0.010946,0.000561,0.000537,0,0,0,0.7252286,0.1187743,0.0526243,0.040258,20.52095898758039,107.14761686731163,27.02904387791385,2.5629491163921285,81.78414103365404,7.795825141741552 
K00245.01,Kepler-37 d,39.792232,0.000009,175.249895,0.0002277,0.0230382,0.0003205,0.022246,0.000294,0.000104,0.022785991,0.000289352,0.000241276,0.4863655,0.0899747,0.1641,0.0632825,90.90813657004787,22.368346806420703,61.34001424939856,4.141903547950718,9.622982384525688,0.6570026618297582 
K00246.01,Kepler-68 A b,5.398752,0.000001,173.8586704,0.0001988,0.0174596,0.0001505,0.016869,0.000121,4.1e-05,0.01741999,0.000179393,0.000114723,0.5348884,0.0529069,0.1068037,0.0407373,91.57725387,30.37323183544066,10.491116718022596,0.4606899506873488,438.6631796592679,19.43608901
K00257.01,Kepler-506 b,6.883407,0.000002,172.6624623,0.0006348,0.023303,0.0002494,0.020603,0.000195,0.00013,0.023572877,0.000208695,0.000218459,0.8617444,0.008296,0.1490613,0.0554685,93.16959525785128,42.86586036102434,13.961324308235865,0.8182888742364662,312.5540914660814,18.771025281317595 
K00260.01,Kepler-126 b,10.495672,0.000008,172.7928617,0.0006088,0.0100865,0.0001164,0.010367,1.7e-05,0.0006,0.009801322,0.000119736,8.11501638599988e-05,0.6019701,0.0467945,0.0474033,0.0355572,19.284286882570022,107.75180086227707,13.489345415572366,1.142899117728465,357.51902411462476,30.553787529838115 
K00260.03,Kepler-126 c,21.869693,0.000015,140.2956547,0.0007194,0.0106422,0.0001516,0.010545,0.000769,0.000609,0.010202141,0.000323555,0.000404353,0.7307856,0.0275329,0.0460897,0.0345038,1.469550800841292,109.34011435489307,21.691313342654375,1.9228196344469335,138.26403006266375,12.353477033179407 
K00261.01,Kepler-96 b,16.238475,0.000005,171.0198438,0.0004422,0.0255933,0.0003015,0.023035,0.000211,0.000198,0.025796192,0.000265209,0.000248527,0.7831969,0.0132978,0.2321209,0.0523516,-89.84809016,27.391324556883852,20.121117331699885,1.131922075846421,107.8562643214334,6.240584461958162 
K00265.01,Kepler-507 b,3.568096,0.000008,169.7435249,0.0009853,0.0094359,0.0004369,0.0092,0.000239,0.000167,0,0,0,0.3913384,0.2049947,0.1722087,0.1158954,-0.674795314,108.75689488565146,7.319384283954022,2.4037535492693816,1028.0651699568402,337.78105074108544 
K00269.01,KOI-269.01,18.011664,0.000015,185.0903588,0.0008381,0.0097364,0.0003862,0.011054,0.000129,0.001438,0.009787217,0.000341728,0.000264215,0.4283999,0.2356656,0.2050522,0.1239159,20.122971043926622,95.38086857237917,20.764647595064094,6.37267193,168.57298979240707,51.81455928375789 
K00271.01,Kepler-127 d,48.630393,0.000019,172.5483535,0.0006329,0.0183983,0.0002366,0.017145,0.000241,0.000217,0.017986654,0.000640128,0.000325374,0.6798422,0.0355413,0.0487569,0.0365549,21.10203559466822,107.26176151925759,39.929173544881486,3.417512791542158,36.32010145589588,3.1719134740423467 
K00271.03,Kepler-127 b,14.435942,0.000016,141.5111334,0.0008533,0.0102418,0.0002854,0.00987,0.000128,0.000361,0.010275355,0.000289026,0.000801974,0.8414817,0.0163422,0.0480349,0.0380308,-0.824406053,103.7256837316723,17.449205070832804,1.5289780329637361,190.18506183548146,16.988778544781077 
K00273.01,Kepler-454 A b,10.573747,0.000007,175.0677446,0.0006667,0.0201213,0.000586,0.015743,0.0005,0.000202,0.019815502,0.000674328,0.000565336,0.9242231,0.0099488,0.1468007,0.0881222,95.73985527891838,83.81219752,19.929447325448436,1.8517054566272526,113.7771063229249,10.675432138631898 
K00275.01,Kepler-129 b,15.79193,0.000019,176.8200033,0.0008315,0.0132485,0.0002817,0.012824,0.000277,0.000178,0.013383262,0.000279201,0.000197524,0.3488007,0.1280702,0.0509261,0.0351799,11.14980452986943,100.65633163442261,15.67343209336131,1.3963298573540968,194.8390511135227,17.49757073819505 
K00275.02,Kepler-129 c,82.200009,0.00002,208.7967772,0.0010263,0.0148086,0.0005372,0.013406,0.000484,0.00018,0.014011089,0.000460091,0.000352455,0.6533161,0.0599213,0.0501901,0.0388547,11.382631659498792,101.86502621029675,47.075739350427185,4.1848938901184445,21.59782012717654,1.935485705845949 
K00276.01,Kepler-509 b,41.746,0.000017,210.3988624,0.0005334,0.0201059,0.0004306,0.018713,0.000249,0.000147,0.020543119,0.00039702,0.001459337,0.7057977,0.0775507,0.2851571,0.1053781,97.43420034110132,35.23042425,51.40108796,6.007450104827099,20.190241220239415,2.3758889352876613 
K00279.02,Kepler-450 c,15.413104,0.000013,136.9422084,0.0006657,0.0151226,0.0001974,0.014501,0.000136,0.000264,0.015277256,0.00013276,0.000113845,0.4449636,0.0769895,0.0439572,0.0303621,17.178162782604534,103.90088849584535,16.319947327573797,1.262151199310836,233.36059426971113,18.354408990332562 
K00280.01,Kepler-1655 b,11.872891,0.000006,180.8962953,0.0006667,0.019791,0.0002934,0.017014,0.000141,0.00012,0.019292127,0.000366552,0.000465685,0.8736798,0.013951,0.138998,0.0907543,82.86296687845227,95.31468048788565,20.779600387498103,2.0113140853048663,136.58443153509376,13.374760462685249 
